,4s,6s,BF,Ground,Inns,Mins,Opposition,Player,Runs,SR,Year
,2,0,27,Pune,2,-,v West Indies,AT Rayudu,22,81.48,2018
,4,0,19,Chennai,1,21,v South Africa,RG Sharma,21,110.52,2015
,1,1,24,Dharamsala,2,41,v New Zealand,MS Dhoni,21,87.50,2016
,3,0,21,Bengaluru,2,23,v Australia,V Kohli,21,100.00,2017
,1,0,17,Rajkot,2,21,v South Africa,Harbhajan Singh,20*,117.64,2015
,3,0,39,Visakhapatnam,1,45,v New Zealand,AM Rahane,20,51.28,2016
,2,0,26,Kolkata,1,56,v Australia,HH Pandya,20,76.92,2017
,1,0,33,Kolkata,1,39,v Australia,B Kumar,20,60.60,2017
,0,2,18,Mumbai,1,27,v New Zealand,RG Sharma,20,111.11,2017
,0,1,25,Visakhapatnam,1,31,v West Indies,MS Dhoni,20,80.00,2018
,2,1,9,Cuttack,1,23,v England,HH Pandya,19*,211.11,2017
,0,1,25,Delhi,2,34,v New Zealand,MK Pandey,19,76.00,2016
,4,0,25,Dharamsala,1,44,v Sri Lanka,Kuldeep Yadav,19,76.00,2017
,1,0,23,Delhi,2,45,v New Zealand,UT Yadav,18*,78.26,2016
,3,0,21,Pune,2,22,v New Zealand,MS Dhoni,18*,85.71,2017
,1,1,10,Kanpur,1,16,v New Zealand,KM Jadhav,18,180.00,2017
,1,0,22,Dharamsala,2,34,v New Zealand,MK Pandey,17,77.27,2016
,0,1,22,Delhi,2,47,v New Zealand,AR Patel,17,77.27,2016
,2,0,13,Visakhapatnam,1,18,v West Indies,RR Pant,17,130.76,2018
,1,1,8,Cuttack,1,11,v England,RA Jadeja,16*,200.00,2017
,3,0,7,Mumbai (BS),1,-,v West Indies,KM Jadhav,16*,228.57,2018
,3,0,20,Mumbai,2,21,v South Africa,RG Sharma,16,80.00,2015
,1,1,16,Mumbai,1,18,v New Zealand,HH Pandya,16,100.00,2017
,2,0,17,Mumbai (BS),1,-,v West Indies,V Kohli,16,94.11,2018
,0,1,11,Rajkot,2,23,v South Africa,AR Patel,15*,136.36,2015
,0,1,10,Pune,2,17,v England,R Ashwin,15*,150.00,2017
,1,0,21,Pune,2,-,v West Indies,Kuldeep Yadav,15*,71.42,2018
,1,0,16,Chennai,1,28,v South Africa,MS Dhoni,15,93.75,2015
,1,1,27,Delhi,2,28,v New Zealand,RG Sharma,15,55.55,2016
,2,1,12,Pune,2,21,v England,Yuvraj Singh,15,125.00,2017
,1,0,32,Indore,1,42,v South Africa,B Kumar,14,43.75,2015
,1,1,26,Dharamsala,2,44,v New Zealand,RG Sharma,14,53.84,2016
,1,0,17,Ranchi,2,29,v New Zealand,A Mishra,14,82.35,2016
,3,0,20,Kanpur,1,29,v New Zealand,S Dhawan,14,70.00,2017
,0,1,27,Indore,1,20,v South Africa,AR Patel,13,48.14,2015
,2,0,29,Rajkot,2,45,v South Africa,S Dhawan,13,44.82,2015
,2,0,21,Mohali,2,35,v New Zealand,RG Sharma,13,61.90,2016
,2,0,15,Pune,2,24,v England,RA Jadeja,13,86.66,2017
,1,1,10,Bengaluru,2,12,v Australia,MS Dhoni,13,130.00,2017
,0,0,14,Visakhapatnam,1,27,v West Indies,RA Jadeja,13,92.85,2018
,0,0,18,Indore,1,24,v South Africa,V Kohli,12,66.66,2015
,1,1,13,Mumbai,2,10,v South Africa,SK Raina,12,92.30,2015
,2,0,12,Ranchi,2,13,v New Zealand,MK Pandey,12,100.00,2016
,1,0,25,Mumbai,1,41,v New Zealand,KM Jadhav,12,48.00,2017
,2,0,11,Nagpur,2,12,v Australia,MK Pandey,11*,100.00,2017
,0,0,18,Kanpur,2,29,v South Africa,V Kohli,11,61.11,2015
,2,0,19,Ranchi,2,15,v New Zealand,RG Sharma,11,57.89,2016
,0,0,31,Ranchi,2,36,v New Zealand,MS Dhoni,11,35.48,2016
,2,0,15,Cuttack,1,24,v England,S Dhawan,11,73.33,2017
,1,1,11,Kolkata,2,28,v England,KL Rahul,11,100.00,2017
