,4s,6s,BF,Ground,Inns,Mins,Opposition,Player,Runs,SR,Year
,0,0,15,Dubai (DSC),2,-,v Afghanistan,MK Pandey (INDIA),8,53.33,2018
,2,0,9,Pune,2,-,v West Indies,RG Sharma (INDIA),8,88.88,2018
,2,0,7,Adelaide,1,-,v South Africa,TM Head (AUS),8,114.28,2018
,0,0,13,Sydney,2,20,v Australia,RA Jadeja (INDIA),8,61.53,2019
,0,0,14,Melbourne,1,-,v India,A Zampa (AUS),8,57.14,2019
,1,0,4,Mumbai (BS),1,-,v West Indies,RA Jadeja (INDIA),7*,175.00,2018
,1,0,12,Hobart,2,-,v South Africa,PJ Cummins (AUS),7*,58.33,2018
,0,0,18,The Oval,1,33,v Sri Lanka,Yuvraj Singh (INDIA),7,38.88,2017
,0,0,8,Colombo (RPS),1,-,v Sri Lanka,KL Rahul (INDIA),7,87.50,2017
,1,0,14,Kolkata,1,24,v Australia,RG Sharma (INDIA),7,50.00,2017
,1,0,19,Pune,2,17,v New Zealand,RG Sharma (INDIA),7,36.84,2017
,0,1,5,Mohali,1,11,v Sri Lanka,MS Dhoni (INDIA),7,140.00,2017
,0,1,14,Visakhapatnam,2,14,v Sri Lanka,RG Sharma (INDIA),7,50.00,2017
,0,0,18,Brisbane,1,-,v England,TM Head (AUS),7,38.88,2018
,0,0,11,Pune,2,-,v West Indies,MS Dhoni (INDIA),7,63.63,2018
,0,0,23,Hamilton,1,33,v New Zealand,RG Sharma (INDIA),7,30.43,2019
,1,0,11,Wellington,1,13,v New Zealand,Shubman Gill (INDIA),7,63.63,2019
,1,0,6,Bengaluru,2,10,v Australia,Mohammed Shami (INDIA),6*,100.00,2017
,1,0,7,Perth,1,-,v South Africa,JR Hazlewood (AUS),6*,85.71,2018
,0,0,9,Pallekele,2,-,v Sri Lanka,AR Patel (INDIA),6,66.66,2017
,0,0,14,The Oval,1,23,v England,MG Neser (AUS),6,42.85,2018
,1,0,5,Chester-le-Street,1,-,v England,AT Carey (AUS),6,120.00,2018
,1,0,5,Thiruvananthapuram,2,7,v West Indies,S Dhawan (INDIA),6,120.00,2018
,1,0,6,Adelaide,1,-,v South Africa,MA Starc (AUS),6,100.00,2018
,1,0,21,Hobart,2,-,v South Africa,TM Head (AUS),6,28.57,2018
,0,0,11,Sydney,1,10,v India,AJ Finch (AUS),6,54.54,2019
,0,0,19,Adelaide,1,28,v India,AJ Finch (AUS),6,31.57,2019
,1,0,13,Wellington,1,24,v New Zealand,S Dhawan (INDIA),6,46.15,2019
,0,0,8,Wellington,1,21,v New Zealand,B Kumar (INDIA),6,75.00,2019
,0,0,4,Chennai,2,9,v India,A Zampa (AUS),5*,125.00,2017
,1,0,8,Nagpur,2,14,v Australia,KM Jadhav (INDIA),5*,62.50,2017
,0,0,5,Nottingham,2,-,v England,AJ Tye (AUS),5*,100.00,2018
,0,0,6,Chester-le-Street,1,-,v England,JA Richardson (AUS),5*,83.33,2018
,0,0,5,Dubai (DSC),2,-,v Bangladesh,Kuldeep Yadav (INDIA),5*,100.00,2018
,0,0,9,The Oval,2,11,v Pakistan,V Kohli (INDIA),5,55.55,2017
,0,0,7,North Sound,2,-,v West Indies,S Dhawan (INDIA),5,71.42,2017
,1,0,3,Pallekele,2,-,v Sri Lanka,S Dhawan (INDIA),5,166.66,2017
,0,0,17,Colombo (RPS),2,-,v Sri Lanka,AM Rahane (INDIA),5,29.41,2017
,0,0,15,Chennai,1,18,v Australia,AM Rahane (INDIA),5,33.33,2017
,0,0,6,Chennai,2,6,v India,TM Head (AUS),5,83.33,2017
,1,0,10,Kolkata,1,19,v Australia,MS Dhoni (INDIA),5,50.00,2017
,0,0,13,Indore,1,18,v India,GJ Maxwell (AUS),5,38.46,2017
,0,0,6,Bengaluru,2,15,v Australia,AR Patel (INDIA),5,83.33,2017
,1,0,8,Melbourne,1,14,v England,TM Head (AUS),5,62.50,2018
,1,0,13,Johannesburg,1,19,v South Africa,RG Sharma (INDIA),5,38.46,2018
,0,0,7,Johannesburg,1,14,v South Africa,B Kumar (INDIA),5,71.42,2018
,0,0,4,The Oval,1,8,v England,TM Head (AUS),5,125.00,2018
,0,0,9,Nottingham,2,-,v England,TD Paine (AUS),5,55.55,2018
,0,0,17,Perth,1,-,v South Africa,AJ Finch (AUS),5,29.41,2018
,1,0,11,Melbourne,1,-,v India,AT Carey (AUS),5,45.45,2019
