,4s,6s,BF,Ground,Inns,Mins,Opposition,Player,Runs,SR,Year
,7,0,64,Kolkata,1,110,v Australia,AM Rahane,55,85.93,2017
,3,1,52,Chennai,1,87,v South Africa,SK Raina,53,101.92,2015
,6,1,66,Bengaluru,2,75,v Australia,AM Rahane,53,80.30,2017
,6,0,63,Indore,1,94,v South Africa,AM Rahane,51,80.95,2015
,5,0,61,Rajkot,2,85,v South Africa,MS Dhoni,47,77.04,2015
,4,0,53,Chennai,1,79,v South Africa,AM Rahane,45,84.90,2015
,2,1,51,Ranchi,2,64,v New Zealand,V Kohli,45,88.23,2016
,5,1,57,Kolkata,2,82,v England,Yuvraj Singh,45,78.94,2017
,2,2,37,Delhi,2,47,v New Zealand,KM Jadhav,41,110.81,2016
,4,1,59,Visakhapatnam,1,64,v New Zealand,MS Dhoni,41,69.49,2016
,1,3,40,Bengaluru,2,64,v Australia,HH Pandya,41,102.50,2017
,3,1,37,Pune,2,60,v England,HH Pandya,40*,108.10,2017
,5,0,54,Chennai,1,72,v Australia,KM Jadhav,40,74.07,2017
,2,1,37,Visakhapatnam,1,52,v New Zealand,KM Jadhav,39*,105.40,2016
,3,0,65,Delhi,2,95,v New Zealand,MS Dhoni,39,60.00,2016
,2,0,55,Nagpur,2,73,v Australia,V Kohli,39,70.90,2017
,3,1,40,Ranchi,2,77,v New Zealand,AR Patel,38,95.00,2016
,4,2,40,Mumbai (BS),1,-,v West Indies,S Dhawan,38,95.00,2018
,4,0,47,Mumbai,1,58,v New Zealand,KD Karthik,37,78.72,2017
,6,0,32,Indore,2,44,v Australia,MK Pandey,36*,112.50,2017
,3,0,32,Delhi,2,51,v New Zealand,HH Pandya,36,112.50,2016
,5,0,45,Pune,2,-,v West Indies,S Dhawan,35,77.77,2018
,6,0,29,Thiruvananthapuram,2,57,v West Indies,V Kohli,33*,113.79,2018
,4,2,34,Dharamsala,2,59,v New Zealand,AM Rahane,33,97.05,2016
,3,1,25,Bengaluru,2,40,v Australia,MK Pandey,33,132.00,2017
,5,0,30,Chennai,1,45,v Australia,B Kumar,32*,106.66,2017
,1,0,30,Kanpur,2,54,v South Africa,MS Dhoni,31,103.33,2015
,2,1,31,Pune,2,48,v New Zealand,HH Pandya,30,96.77,2017
,3,1,29,Pune,2,40,v New Zealand,V Kohli,29,100.00,2017
,4,1,30,Visakhapatnam,1,40,v West Indies,S Dhawan,29,96.66,2018
,3,0,34,Mohali,2,55,v New Zealand,MK Pandey,28*,82.35,2016
,3,0,49,Delhi,2,75,v New Zealand,AM Rahane,28,57.14,2016
,3,0,44,Chennai,1,81,v Australia,RG Sharma,28,63.63,2017
,2,0,35,Indore,2,58,v Australia,V Kohli,28,80.00,2017
,3,0,29,Mumbai,2,50,v South Africa,MS Dhoni,27,93.10,2015
,3,0,31,Visakhapatnam,2,42,v Sri Lanka,KD Karthik,26*,83.87,2017
,2,2,15,Mumbai,1,20,v New Zealand,B Kumar,26,173.33,2017
,2,1,26,Ranchi,2,29,v New Zealand,DS Kulkarni,25*,96.15,2016
,1,1,36,Kolkata,2,45,v England,MS Dhoni,25,69.44,2017
,2,0,42,Mumbai,1,54,v New Zealand,MS Dhoni,25,59.52,2017
,3,0,17,Kanpur,1,29,v New Zealand,MS Dhoni,25,147.05,2017
,1,1,18,Visakhapatnam,1,28,v New Zealand,AR Patel,24,133.33,2016
,2,1,24,Kolkata,1,36,v Australia,KM Jadhav,24,100.00,2017
,3,1,18,Pune,2,-,v West Indies,RR Pant,24,133.33,2018
,5,0,28,Kanpur,2,33,v South Africa,S Dhawan,23,82.14,2015
,4,0,34,Indore,1,57,v South Africa,S Dhawan,23,67.64,2015
,2,0,15,Mumbai (BS),1,-,v West Indies,MS Dhoni,23,153.33,2018
,1,1,26,Guwahati,2,-,v West Indies,AT Rayudu,22*,84.61,2018
,2,1,22,Indore,1,33,v South Africa,Harbhajan Singh,22,100.00,2015
,3,1,10,Cuttack,1,15,v England,KM Jadhav,22,220.00,2017
