,Econ,Ground,Inns,Mdns,Opposition,Overs,Player,Runs,Wkts,Year
,5.20,Indore,1,0,v Australia,10.0,B Kumar (INDIA),52,0,2017
,5.77,Cardiff,1,0,v England,9.0,AC Agar (AUS),52,0,2018
,5.30,Pallekele,1,0,v Sri Lanka,10.0,B Kumar (INDIA),53,0,2017
,5.88,Melbourne,1,0,v Australia,9.0,RA Jadeja (INDIA),53,0,2019
,5.40,Birmingham,1,0,v Bangladesh,10.0,R Ashwin (INDIA),54,0,2017
,6.75,Bengaluru,1,0,v Australia,8.0,YS Chahal (INDIA),54,0,2017
,6.75,Kanpur,2,0,v New Zealand,8.0,KM Jadhav (INDIA),54,0,2017
,6.87,Birmingham,2,1,v England,8.0,PJ Cummins (AUS),55,0,2017
,7.85,Brisbane,2,0,v England,7.0,TM Head (AUS),55,0,2018
,5.50,Leeds,2,0,v England,10.0,Kuldeep Yadav (INDIA),55,0,2018
,6.87,Sydney,1,0,v Australia,8.0,KK Ahmed (INDIA),55,0,2019
,6.33,Adelaide,2,0,v South Africa,9.0,A Zampa (AUS),57,0,2018
,8.28,Chester-le-Street,2,0,v England,7.0,JA Richardson (AUS),58,0,2018
,6.44,Dubai (DSC),1,0,v Afghanistan,9.0,S Kaul (INDIA),58,0,2018
,7.25,Adelaide,2,0,v India,8.0,PM Siddle (AUS),58,0,2019
,7.37,Lord's,1,0,v England,8.0,S Kaul (INDIA),59,0,2018
,5.90,Adelaide,2,0,v India,10.0,NM Lyon (AUS),59,0,2019
,7.62,Indore,2,0,v India,8.0,MP Stoinis (AUS),61,0,2017
,6.20,Bengaluru,1,1,v Australia,10.0,Mohammed Shami (INDIA),62,0,2017
,6.20,Nottingham,1,0,v England,10.0,S Kaul (INDIA),62,0,2018
,6.30,Sydney,1,0,v England,10.0,MA Starc (AUS),63,0,2018
,6.40,Guwahati,1,0,v West Indies,10.0,UT Yadav (INDIA),64,0,2018
,6.60,Bengaluru,1,0,v Australia,10.0,AR Patel (INDIA),66,0,2017
,6.60,Adelaide,1,0,v Australia,10.0,Kuldeep Yadav (INDIA),66,0,2019
,6.93,The Oval,2,0,v Sri Lanka,9.4,UT Yadav (INDIA),67,0,2017
,8.37,The Oval,1,0,v Pakistan,8.0,RA Jadeja (INDIA),67,0,2017
,6.70,Hobart,1,2,v South Africa,10.0,PJ Cummins (AUS),67,0,2018
,7.55,The Oval,1,0,v Pakistan,9.0,JJ Bumrah (INDIA),68,0,2017
,7.00,The Oval,1,0,v Pakistan,10.0,R Ashwin (INDIA),70,0,2017
,7.20,Melbourne,2,0,v England,10.0,A Zampa (AUS),72,0,2018
,9.25,Nottingham,1,0,v England,8.0,B Stanlake (AUS),74,0,2018
,8.53,Chester-le-Street,2,0,v England,8.4,MG Neser (AUS),74,0,2018
,7.60,Adelaide,1,0,v Australia,10.0,Mohammed Siraj (INDIA),76,0,2019
,10.62,Nottingham,1,0,v England,8.0,MP Stoinis (AUS),85,0,2018
,11.11,Nottingham,1,0,v England,9.0,AJ Tye (AUS),100,0,2018
,-,Birmingham,2,-,v Pakistan,DNB,MS Dhoni (INDIA),-,-,2017
,-,Birmingham,2,-,v Pakistan,DNB,Yuvraj Singh (INDIA),-,-,2017
,-,Birmingham,2,-,v Pakistan,DNB,V Kohli (INDIA),-,-,2017
,-,Birmingham,2,-,v Pakistan,DNB,S Dhawan (INDIA),-,-,2017
,-,Birmingham,2,-,v Pakistan,DNB,KM Jadhav (INDIA),-,-,2017
,-,Birmingham,2,-,v Pakistan,DNB,RG Sharma (INDIA),-,-,2017
,-,The Oval,2,-,v Sri Lanka,DNB,Yuvraj Singh (INDIA),-,-,2017
,-,The Oval,2,-,v Sri Lanka,DNB,S Dhawan (INDIA),-,-,2017
,-,The Oval,2,-,v Sri Lanka,DNB,RG Sharma (INDIA),-,-,2017
,-,The Oval,2,-,v Sri Lanka,DNB,MS Dhoni (INDIA),-,-,2017
,-,Birmingham,2,-,v England,DNB,DA Warner (AUS),-,-,2017
,-,Birmingham,2,-,v England,DNB,MS Wade (AUS),-,-,2017
,-,Birmingham,2,-,v England,DNB,AJ Finch (AUS),-,-,2017
,-,Birmingham,2,-,v England,DNB,SPD Smith (AUS),-,-,2017
,-,The Oval,1,-,v South Africa,DNB,S Dhawan (INDIA),-,-,2017
