,4s,6s,BF,Ground,Inns,Mins,Opposition,Player,Runs,SR,Year
,0,0,12,Ranchi,2,26,v New Zealand,UT Yadav (INDIA),7,58.33,2016
,0,1,5,Mohali,1,11,v Sri Lanka,MS Dhoni (INDIA),7,140.00,2017
,1,0,10,Hyderabad (Deccan),2,-,v Sri Lanka,WP Saha (INDIA),6*,60.00,2014
,0,0,15,Delhi,2,31,v Australia,G Gambhir (INDIA),6,40.00,2009
,0,0,13,Mohali,1,13,v India,MC Henriques (AUS),6,46.15,2009
,0,0,15,Hyderabad (Deccan),2,17,v Australia,MS Dhoni (INDIA),6,40.00,2009
,0,0,16,Delhi,1,21,v West Indies,RA Jadeja (INDIA),6,37.50,2014
,1,0,8,Nagpur,2,14,v Australia,KM Jadhav (INDIA),5*,62.50,2017
,0,0,23,Mohali,1,33,v India,SE Marsh (AUS),5,21.73,2009
,1,0,15,Delhi,1,21,v Pakistan,I Sharma (INDIA),5,33.33,2013
,1,0,10,Mohali,2,11,v New Zealand,AM Rahane (INDIA),5,50.00,2016
,1,0,8,Nagpur,1,14,v Australia,SR Tendulkar (INDIA),4,50.00,2009
,1,0,4,Nagpur,1,3,v Sri Lanka,V Sehwag (INDIA),4,100.00,2009
,1,0,11,Delhi,1,22,v Pakistan,AM Rahane (INDIA),4,36.36,2013
,0,0,8,Mohali,2,9,v Australia,I Sharma (INDIA),3*,37.50,2009
,0,0,5,Nagpur,2,5,v India,PM Siddle (AUS),3,60.00,2009
,0,0,9,Nagpur,1,8,v South Africa,Harbhajan Singh (INDIA),3,33.33,2011
,0,0,16,Mohali,2,27,v England,Yuvraj Singh (INDIA),3,18.75,2013
,0,0,3,Mohali,2,3,v India,GJ Maxwell (AUS),3,100.00,2013
,0,0,3,Hyderabad (Deccan),2,9,v Australia,MM Patel (INDIA),2*,66.66,2009
,0,0,2,Nagpur,1,7,v India,PJ Cummins (AUS),2*,100.00,2017
,0,0,6,Nagpur,1,18,v Sri Lanka,G Gambhir (INDIA),2,33.33,2009
,0,0,10,Delhi,1,13,v Pakistan,B Kumar (INDIA),2,20.00,2013
,0,0,4,Mohali,1,9,v Australia,RA Jadeja (INDIA),2,50.00,2013
,0,0,10,Ranchi,2,10,v Sri Lanka,AM Rahane (INDIA),2,20.00,2014
,0,0,1,Nagpur,1,3,v Australia,Harbhajan Singh (INDIA),1*,100.00,2009
,0,0,1,Hyderabad (Deccan),1,9,v England,P Kumar (INDIA),1*,100.00,2011
,0,0,1,Delhi,1,6,v West Indies,Mohammed Shami (INDIA),1*,100.00,2014
,0,0,1,Nagpur,1,1,v Australia,P Kumar (INDIA),1,100.00,2009
,0,0,5,Mohali,1,6,v India,PM Siddle (AUS),1,20.00,2009
,0,0,2,Hyderabad (Deccan),2,1,v Australia,A Nehra (INDIA),1,50.00,2009
,0,0,3,Nagpur,1,2,v South Africa,V Kohli (INDIA),1,33.33,2011
,0,0,2,Mohali,1,1,v Pakistan,A Nehra (INDIA),1,50.00,2011
,0,0,9,Delhi,1,9,v West Indies,S Dhawan (INDIA),1,11.11,2014
,0,0,3,Delhi,2,3,v New Zealand,A Mishra (INDIA),1,33.33,2016
,0,0,0,Mohali,1,1,v Pakistan,MM Patel (INDIA),0*,-,2011
,0,0,5,Delhi,1,8,v Pakistan,Mohammed Shami (INDIA),0*,0.00,2013
,0,0,0,Mohali,1,1,v Australia,I Sharma (INDIA),0*,-,2013
,0,0,0,Nagpur,1,1,v India,BJ Haddin (AUS),0*,-,2013
,0,0,7,Delhi,1,5,v India,CL White (AUS),0,0.00,2009
,0,0,1,Mohali,1,3,v India,DE Bollinger (AUS),0,0.00,2009
,0,0,2,Hyderabad (Deccan),2,1,v Australia,Harbhajan Singh (INDIA),0,0.00,2009
,0,0,1,Nagpur,1,1,v Sri Lanka,Harbhajan Singh (INDIA),0,0.00,2009
,0,0,2,Nagpur,1,4,v South Africa,YK Pathan (INDIA),0,0.00,2011
,0,0,3,Nagpur,1,3,v South Africa,Z Khan (INDIA),0,0.00,2011
,0,0,3,Nagpur,1,2,v South Africa,A Nehra (INDIA),0,0.00,2011
,0,0,1,Nagpur,1,1,v South Africa,MM Patel (INDIA),0,0.00,2011
,0,0,1,Mohali,1,1,v Pakistan,Yuvraj Singh (INDIA),0,0.00,2011
,0,0,3,Mohali,2,5,v England,SK Raina (INDIA),0,0.00,2011
,0,0,1,Delhi,1,2,v Pakistan,R Ashwin (INDIA),0,0.00,2013
