,4s,6s,BF,Ground,Inns,Mins,Opposition,Player,Runs,SR,Year
,0,0,1,Kolkata,2,1,v India,PJ Cummins,0,0.00,2017
,0,0,7,Kolkata,2,16,v India,KW Richardson,0,0.00,2017
,0,0,1,Nagpur,1,1,v India,NM Coulter-Nile,0,0.00,2017
,-,-,-,Vadodara,1,-,v India,NM Hauritz,DNB,-,2009
,-,-,-,Vadodara,1,-,v India,PM Siddle,DNB,-,2009
,-,-,-,Delhi,1,-,v India,GA Manou,DNB,-,2009
,-,-,-,Delhi,1,-,v India,DE Bollinger,DNB,-,2009
,-,-,-,Delhi,1,-,v India,NM Hauritz,DNB,-,2009
,-,-,-,Delhi,1,-,v India,PM Siddle,DNB,-,2009
,-,-,-,Hyderabad (Deccan),1,-,v India,CJ McKay,DNB,-,2009
,-,-,-,Hyderabad (Deccan),1,-,v India,AC Voges,DNB,-,2009
,-,-,-,Hyderabad (Deccan),1,-,v India,GA Manou,DNB,-,2009
,-,-,-,Hyderabad (Deccan),1,-,v India,BW Hilfenhaus,DNB,-,2009
,-,-,-,Hyderabad (Deccan),1,-,v India,NM Hauritz,DNB,-,2009
,-,-,-,Hyderabad (Deccan),1,-,v India,DE Bollinger,DNB,-,2009
,-,-,-,Guwahati,2,-,v India,DE Bollinger,DNB,-,2009
,-,-,-,Guwahati,2,-,v India,CJ McKay,DNB,-,2009
,-,-,-,Guwahati,2,-,v India,MG Johnson,DNB,-,2009
,-,-,-,Guwahati,2,-,v India,GA Manou,DNB,-,2009
,-,-,-,Guwahati,2,-,v India,NM Hauritz,DNB,-,2009
,-,-,-,Visakhapatnam,1,-,v India,SPD Smith,DNB,-,2010
,-,-,-,Visakhapatnam,1,-,v India,MA Starc,DNB,-,2010
,-,-,-,Visakhapatnam,1,-,v India,CJ McKay,DNB,-,2010
,-,-,-,Visakhapatnam,1,-,v India,JR Hopes,DNB,-,2010
,-,-,-,Visakhapatnam,1,-,v India,JW Hastings,DNB,-,2010
,-,-,-,Visakhapatnam,1,-,v India,NM Hauritz,DNB,-,2010
,-,-,-,Ahmedabad,1,-,v India,SW Tait,DNB,-,2011
,-,-,-,Ahmedabad,1,-,v India,JJ Krejza,DNB,-,2011
,-,-,-,Ahmedabad,1,-,v India,B Lee,DNB,-,2011
,-,-,-,Pune,1,-,v India,XJ Doherty,DNB,-,2013
,-,-,-,Jaipur,1,-,v India,JP Faulkner,DNB,-,2013
,-,-,-,Jaipur,1,-,v India,XJ Doherty,DNB,-,2013
,-,-,-,Jaipur,1,-,v India,CJ McKay,DNB,-,2013
,-,-,-,Jaipur,1,-,v India,MG Johnson,DNB,-,2013
,-,-,-,Mohali,2,-,v India,MG Johnson,DNB,-,2013
,-,-,-,Mohali,2,-,v India,XJ Doherty,DNB,-,2013
,-,-,-,Mohali,2,-,v India,CJ McKay,DNB,-,2013
,-,-,-,Nagpur,1,-,v India,CJ McKay,DNB,-,2013
,-,-,-,Nagpur,1,-,v India,JP Faulkner,DNB,-,2013
,-,-,-,Nagpur,1,-,v India,XJ Doherty,DNB,-,2013
,-,-,-,Indore,1,-,v India,KW Richardson,DNB,-,2017
,-,-,-,Indore,1,-,v India,NM Coulter-Nile,DNB,-,2017
,-,-,-,Indore,1,-,v India,PJ Cummins,DNB,-,2017
,-,-,-,Bengaluru,1,-,v India,NM Coulter-Nile,DNB,-,2017
,-,-,-,Bengaluru,1,-,v India,PJ Cummins,DNB,-,2017
,-,-,-,Bengaluru,1,-,v India,KW Richardson,DNB,-,2017
,-,-,-,Bengaluru,1,-,v India,A Zampa,DNB,-,2017
,-,-,-,Nagpur,1,-,v India,A Zampa,DNB,-,2017
