,Econ,Ground,Inns,Mdns,Opposition,Overs,Player,Runs,Wkts,Year
,4.30,Hyderabad (Deccan),1,0,v Sri Lanka,10.0,R Ashwin (INDIA),43,1,2014
,4.40,Hyderabad (Deccan),1,0,v Australia,10.0,Harbhajan Singh (INDIA),44,1,2009
,4.88,Nagpur,1,0,v New Zealand,9.0,SPD Smith (AUS),44,1,2011
,4.80,Delhi,2,0,v India,10.0,NM Hauritz (AUS),48,1,2009
,4.80,Nagpur,1,0,v Australia,10.0,KM Jadhav (INDIA),48,1,2017
,4.90,Mohali,1,0,v India,10.0,CJ McKay (AUS),49,1,2013
,4.90,Delhi,1,0,v New Zealand,10.0,AR Patel (INDIA),49,1,2016
,5.00,Mohali,2,1,v Australia,10.0,B Kumar (INDIA),50,1,2013
,6.37,Delhi,2,0,v India,8.0,MC Henriques (AUS),51,1,2009
,5.40,Mohali,1,0,v Australia,10.0,Yuvraj Singh (INDIA),54,1,2009
,5.50,Nagpur,1,0,v India,10.0,PM Siddle (AUS),55,1,2009
,5.60,Delhi,1,0,v England,10.0,R Ashwin (INDIA),56,1,2011
,5.60,Mohali,1,0,v England,10.0,P Kumar (INDIA),56,1,2011
,5.80,Nagpur,2,0,v Sri Lanka,10.0,Harbhajan Singh (INDIA),58,1,2009
,6.21,Hyderabad (Deccan),1,0,v Sri Lanka,9.2,DS Kulkarni (INDIA),58,1,2014
,8.42,Ranchi,1,0,v New Zealand,7.0,DS Kulkarni (INDIA),59,1,2016
,6.00,Ranchi,1,1,v New Zealand,10.0,UT Yadav (INDIA),60,1,2016
,6.20,Nagpur,2,0,v Australia,10.0,Harbhajan Singh (INDIA),62,1,2009
,7.87,Mohali,2,1,v Australia,8.0,I Sharma (INDIA),63,1,2013
,7.11,Mohali,1,1,v England,9.0,R Vinay Kumar (INDIA),64,1,2011
,6.50,Mohali,1,0,v India,10.0,JP Faulkner (AUS),65,1,2013
,6.50,Mohali,2,0,v Sri Lanka,10.0,Washington Sundar (INDIA),65,1,2017
,8.25,Nagpur,1,1,v Australia,8.0,Mohammed Shami (INDIA),66,1,2013
,7.20,Hyderabad (Deccan),2,0,v India,10.0,BW Hilfenhaus (AUS),72,1,2009
,7.68,Nagpur,2,0,v India,9.3,JP Faulkner (AUS),73,1,2013
,7.40,Nagpur,2,0,v Sri Lanka,10.0,A Nehra (INDIA),74,1,2009
,9.25,Mohali,1,0,v India,8.0,SR Watson (AUS),74,1,2013
,7.50,Hyderabad (Deccan),2,0,v India,10.0,DE Bollinger (AUS),75,1,2009
,7.90,Hyderabad (Deccan),1,0,v Australia,10.0,A Nehra (INDIA),79,1,2009
,8.30,Nagpur,1,0,v India,10.0,BW Hilfenhaus (AUS),83,1,2009
,2.00,Mohali,2,0,v Sri Lanka,1.0,SS Iyer (INDIA),2,0,2017
,3.00,Nagpur,2,0,v Australia,1.0,SK Raina (INDIA),3,0,2009
,3.00,Mohali,1,0,v India,1.0,AC Voges (AUS),3,0,2013
,5.00,Mohali,1,0,v England,2.0,SK Raina (INDIA),10,0,2013
,5.50,Nagpur,2,0,v Sri Lanka,2.0,SK Raina (INDIA),11,0,2009
,3.66,Hyderabad (Deccan),2,0,v England,3.0,V Kohli (INDIA),11,0,2011
,13.00,Delhi,2,0,v India,1.0,AC Voges (AUS),13,0,2009
,3.50,Hyderabad (Deccan),1,1,v Sri Lanka,4.0,I Sharma (INDIA),14,0,2014
,3.00,Mohali,2,2,v India,5.0,PM Siddle (AUS),15,0,2009
,7.50,Nagpur,1,0,v Australia,2.0,V Kohli (INDIA),15,0,2013
,5.00,Hyderabad (Deccan),1,0,v Sri Lanka,3.0,SK Raina (INDIA),15,0,2014
,3.20,Delhi,1,1,v Australia,5.0,P Kumar (INDIA),16,0,2009
,2.83,Delhi,1,1,v Netherlands,6.0,YK Pathan (INDIA),17,0,2011
,8.50,Nagpur,1,0,v Australia,2.0,SK Raina (INDIA),17,0,2013
,5.66,Nagpur,2,0,v India,3.0,AJ Finch (AUS),17,0,2017
,3.60,Delhi,1,0,v England,5.0,V Kohli (INDIA),18,0,2011
,18.00,Mohali,2,0,v Australia,1.0,V Kohli (INDIA),18,0,2013
,6.33,Hyderabad (Deccan),2,0,v India,3.0,AC Voges (AUS),19,0,2009
,5.00,Nagpur,2,0,v South Africa,4.0,YK Pathan (INDIA),20,0,2011
,6.66,Mohali,2,0,v Australia,3.0,Yuvraj Singh (INDIA),20,0,2013
