,4s,6s,BF,Ground,Inns,Mins,Opposition,Player,Runs,SR,Year
,-,-,-,Guwahati,2,-,v West Indies,RR Pant,DNB,-,2018
,-,-,-,Guwahati,2,-,v West Indies,RA Jadeja,DNB,-,2018
,-,-,-,Guwahati,2,-,v West Indies,KK Ahmed,DNB,-,2018
,-,-,-,Guwahati,2,-,v West Indies,MS Dhoni,DNB,-,2018
,-,-,-,Visakhapatnam,1,-,v West Indies,UT Yadav,DNB,-,2018
,-,-,-,Visakhapatnam,1,-,v West Indies,YS Chahal,DNB,-,2018
,-,-,-,Visakhapatnam,1,-,v West Indies,Kuldeep Yadav,DNB,-,2018
,-,-,-,Mumbai (BS),1,-,v West Indies,KK Ahmed,DNB,-,2018
,-,-,-,Mumbai (BS),1,-,v West Indies,B Kumar,DNB,-,2018
,-,-,-,Mumbai (BS),1,-,v West Indies,Kuldeep Yadav,DNB,-,2018
,-,-,-,Mumbai (BS),1,-,v West Indies,JJ Bumrah,DNB,-,2018
,-,-,-,Thiruvananthapuram,2,-,v West Indies,KK Ahmed,DNB,-,2018
,-,-,-,Thiruvananthapuram,2,-,v West Indies,MS Dhoni,DNB,-,2018
,-,-,-,Thiruvananthapuram,2,-,v West Indies,KM Jadhav,DNB,-,2018
,-,-,-,Thiruvananthapuram,2,-,v West Indies,AT Rayudu,DNB,-,2018
,-,-,-,Thiruvananthapuram,2,-,v West Indies,B Kumar,DNB,-,2018
,-,-,-,Thiruvananthapuram,2,-,v West Indies,Kuldeep Yadav,DNB,-,2018
,-,-,-,Thiruvananthapuram,2,-,v West Indies,JJ Bumrah,DNB,-,2018
,-,-,-,Thiruvananthapuram,2,-,v West Indies,RA Jadeja,DNB,-,2018
