,4s,6s,BF,Ground,Inns,Mins,Opposition,Player,Runs,SR,Year
,-,-,-,Mohali,2,-,v New Zealand,UT Yadav,DNB,-,2016
,-,-,-,Mohali,2,-,v New Zealand,AR Patel,DNB,-,2016
,-,-,-,Visakhapatnam,1,-,v New Zealand,JJ Bumrah,DNB,-,2016
,-,-,-,Visakhapatnam,1,-,v New Zealand,A Mishra,DNB,-,2016
,-,-,-,Visakhapatnam,1,-,v New Zealand,UT Yadav,DNB,-,2016
,-,-,-,Pune,2,-,v England,JJ Bumrah,DNB,-,2017
,-,-,-,Pune,2,-,v England,UT Yadav,DNB,-,2017
,-,-,-,Cuttack,1,-,v England,B Kumar,DNB,-,2017
,-,-,-,Cuttack,1,-,v England,R Ashwin,DNB,-,2017
,-,-,-,Cuttack,1,-,v England,JJ Bumrah,DNB,-,2017
,-,-,-,Chennai,1,-,v Australia,YS Chahal,DNB,-,2017
,-,-,-,Chennai,1,-,v Australia,JJ Bumrah,DNB,-,2017
,-,-,-,Indore,2,-,v Australia,JJ Bumrah,DNB,-,2017
,-,-,-,Indore,2,-,v Australia,B Kumar,DNB,-,2017
,-,-,-,Indore,2,-,v Australia,YS Chahal,DNB,-,2017
,-,-,-,Indore,2,-,v Australia,Kuldeep Yadav,DNB,-,2017
,-,-,-,Bengaluru,2,-,v Australia,YS Chahal,DNB,-,2017
,-,-,-,Nagpur,2,-,v Australia,Kuldeep Yadav,DNB,-,2017
,-,-,-,Nagpur,2,-,v Australia,HH Pandya,DNB,-,2017
,-,-,-,Nagpur,2,-,v Australia,JJ Bumrah,DNB,-,2017
,-,-,-,Nagpur,2,-,v Australia,MS Dhoni,DNB,-,2017
,-,-,-,Nagpur,2,-,v Australia,B Kumar,DNB,-,2017
,-,-,-,Nagpur,2,-,v Australia,AR Patel,DNB,-,2017
,-,-,-,Mumbai,1,-,v New Zealand,JJ Bumrah,DNB,-,2017
,-,-,-,Mumbai,1,-,v New Zealand,YS Chahal,DNB,-,2017
,-,-,-,Pune,2,-,v New Zealand,AR Patel,DNB,-,2017
,-,-,-,Pune,2,-,v New Zealand,JJ Bumrah,DNB,-,2017
,-,-,-,Pune,2,-,v New Zealand,KM Jadhav,DNB,-,2017
,-,-,-,Pune,2,-,v New Zealand,B Kumar,DNB,-,2017
,-,-,-,Pune,2,-,v New Zealand,YS Chahal,DNB,-,2017
,-,-,-,Kanpur,1,-,v New Zealand,YS Chahal,DNB,-,2017
,-,-,-,Kanpur,1,-,v New Zealand,AR Patel,DNB,-,2017
,-,-,-,Kanpur,1,-,v New Zealand,JJ Bumrah,DNB,-,2017
,-,-,-,Kanpur,1,-,v New Zealand,B Kumar,DNB,-,2017
,-,-,-,Mohali,1,-,v Sri Lanka,KD Karthik,DNB,-,2017
,-,-,-,Mohali,1,-,v Sri Lanka,JJ Bumrah,DNB,-,2017
,-,-,-,Mohali,1,-,v Sri Lanka,MK Pandey,DNB,-,2017
,-,-,-,Mohali,1,-,v Sri Lanka,Washington Sundar,DNB,-,2017
,-,-,-,Mohali,1,-,v Sri Lanka,B Kumar,DNB,-,2017
,-,-,-,Mohali,1,-,v Sri Lanka,YS Chahal,DNB,-,2017
,-,-,-,Visakhapatnam,2,-,v Sri Lanka,YS Chahal,DNB,-,2017
,-,-,-,Visakhapatnam,2,-,v Sri Lanka,Kuldeep Yadav,DNB,-,2017
,-,-,-,Visakhapatnam,2,-,v Sri Lanka,HH Pandya,DNB,-,2017
,-,-,-,Visakhapatnam,2,-,v Sri Lanka,JJ Bumrah,DNB,-,2017
,-,-,-,Visakhapatnam,2,-,v Sri Lanka,MK Pandey,DNB,-,2017
,-,-,-,Visakhapatnam,2,-,v Sri Lanka,B Kumar,DNB,-,2017
,-,-,-,Visakhapatnam,2,-,v Sri Lanka,MS Dhoni,DNB,-,2017
,-,-,-,Guwahati,2,-,v West Indies,UT Yadav,DNB,-,2018
,-,-,-,Guwahati,2,-,v West Indies,YS Chahal,DNB,-,2018
,-,-,-,Guwahati,2,-,v West Indies,Mohammed Shami,DNB,-,2018
