,4s,6s,BF,Ground,Inns,Mins,Opposition,Player,Runs,SR,Year
,5,2,40,Melbourne,1,55,v England,MP Stoinis (AUS),60,150.00,2018
,3,2,70,Dubai (DSC),1,-,v Hong Kong,AT Rayudu (INDIA),60,85.71,2018
,5,1,66,Dubai (DSC),2,-,v Afghanistan,KL Rahul (INDIA),60,90.90,2018
,6,1,74,Mount Maunganui,2,94,v New Zealand,V Kohli (INDIA),60,81.08,2019
,8,0,76,Kolkata,2,118,v India,SPD Smith (AUS),59,77.63,2017
,6,0,81,Sydney,1,103,v India,UT Khawaja (AUS),59,72.83,2019
,2,0,63,Melbourne,1,-,v India,PSP Handscomb (AUS),58,92.06,2019
,4,4,49,Dubai (DSC),2,-,v Afghanistan,AT Rayudu (INDIA),57,116.32,2018
,5,0,77,Birmingham,1,104,v England,SPD Smith (AUS),56,72.72,2017
,3,2,43,Sydney,2,-,v England,MP Stoinis (AUS),56,130.23,2018
,9,0,42,Manchester,1,-,v England,TM Head (AUS),56,133.33,2018
,0,2,54,Adelaide,2,96,v Australia,MS Dhoni (INDIA),55*,101.85,2019
,7,0,64,Kolkata,1,110,v Australia,AM Rahane (INDIA),55,85.93,2017
,4,0,66,Sydney,2,-,v England,MR Marsh (AUS),55,83.33,2018
,1,0,114,North Sound,2,-,v West Indies,MS Dhoni (INDIA),54,47.36,2017
,5,3,45,Pallekele,2,-,v Sri Lanka,RG Sharma (INDIA),54,120.00,2017
,4,0,70,Sydney,1,114,v India,SE Marsh (AUS),54,77.14,2019
,4,1,80,Pallekele,2,-,v Sri Lanka,B Kumar (INDIA),53*,66.25,2017
,8,1,32,Birmingham,1,49,v Pakistan,Yuvraj Singh (INDIA),53,165.62,2017
,6,1,66,Bengaluru,2,75,v Australia,AM Rahane (INDIA),53,80.30,2017
,5,0,62,Nagpur,1,91,v India,DA Warner (AUS),53,85.48,2017
,6,3,39,Dubai (DSC),2,-,v Pakistan,RG Sharma (INDIA),52,133.33,2018
,9,0,56,Centurion,2,84,v South Africa,S Dhawan (INDIA),51*,91.07,2018
,7,0,39,Nottingham,2,-,v England,TM Head (AUS),51,130.76,2018
,3,1,96,Sydney,2,110,v Australia,MS Dhoni (INDIA),51,53.12,2019
,5,0,52,Kingston,2,-,v West Indies,KD Karthik (INDIA),50*,96.15,2017
,4,0,42,Colombo (RPS),1,-,v Sri Lanka,MK Pandey (INDIA),50*,119.04,2017
,2,2,68,Melbourne,1,89,v England,MR Marsh (AUS),50,73.52,2018
,5,1,42,Colombo (RPS),1,-,v Sri Lanka,MS Dhoni (INDIA),49*,116.66,2017
,6,1,50,Pallekele,2,-,v Sri Lanka,S Dhawan (INDIA),49,98.00,2017
,5,1,33,Mount Maunganui,1,48,v New Zealand,MS Dhoni (INDIA),48*,145.45,2019
,3,3,55,Dubai (DSC),2,-,v Bangladesh,RG Sharma (INDIA),48,87.27,2018
,5,1,37,Adelaide,1,55,v India,GJ Maxwell (AUS),48,129.72,2019
,4,0,52,Manchester,1,-,v England,DJM Short (AUS),47*,90.38,2018
,2,2,43,Sydney,1,61,v India,MP Stoinis (AUS),47*,109.30,2019
,4,0,72,Adelaide,1,-,v South Africa,AT Carey (AUS),47,65.27,2018
,3,1,49,Mount Maunganui,1,71,v New Zealand,AT Rayudu (INDIA),47,95.91,2019
,4,1,50,Centurion,2,64,v South Africa,V Kohli (INDIA),46*,92.00,2018
,7,1,34,Birmingham,2,67,v Bangladesh,S Dhawan (INDIA),46,135.29,2017
,4,1,63,Nagpur,1,79,v India,MP Stoinis (AUS),46,73.01,2017
,7,0,42,Cardiff,2,50,v England,AC Agar (AUS),46,109.52,2018
,1,0,63,Lord's,2,-,v England,SK Raina (INDIA),46,73.01,2018
,6,1,54,Dubai (DSC),2,-,v Pakistan,S Dhawan (INDIA),46,85.18,2018
,3,0,62,Melbourne,2,-,v Australia,V Kohli (INDIA),46,74.19,2019
,1,0,68,Pallekele,2,-,v Sri Lanka,MS Dhoni (INDIA),45*,66.17,2017
,1,0,66,Sydney,2,-,v England,SPD Smith (AUS),45,68.18,2018
,2,0,56,Lord's,2,-,v England,V Kohli (INDIA),45,80.35,2018
,3,0,59,Napier,2,59,v New Zealand,V Kohli (INDIA),45,76.27,2019
,4,0,64,Wellington,1,84,v New Zealand,V Shankar (INDIA),45,70.31,2019
,2,5,22,Wellington,1,27,v New Zealand,HH Pandya (INDIA),45,204.54,2019
