,Econ,Ground,Inns,Mdns,Opposition,Overs,Player,Runs,Wkts,Year
,5.80,Indore,1,0,v Australia,10.0,HH Pandya (INDIA),58,1,2017
,5.80,Indore,2,0,v India,10.0,NM Coulter-Nile (AUS),58,1,2017
,5.90,Bengaluru,2,0,v India,10.0,PJ Cummins (AUS),59,1,2017
,5.90,Visakhapatnam,2,0,v West Indies,10.0,Mohammed Shami (INDIA),59,1,2018
,5.90,Adelaide,2,0,v India,10.0,JA Richardson (AUS),59,1,2019
,6.00,Cardiff,1,0,v England,10.0,MP Stoinis (AUS),60,1,2018
,6.42,Melbourne,2,0,v India,9.2,MP Stoinis (AUS),60,1,2019
,7.00,Bengaluru,2,0,v India,9.0,A Zampa (AUS),63,1,2017
,7.00,Perth,1,0,v England,9.0,MA Starc (AUS),63,1,2018
,6.30,Lord's,1,0,v England,10.0,UT Yadav (INDIA),63,1,2018
,6.30,Visakhapatnam,2,0,v West Indies,10.0,YS Chahal (INDIA),63,1,2018
,6.40,Mumbai,2,0,v New Zealand,10.0,Kuldeep Yadav (INDIA),64,1,2017
,6.40,Guwahati,1,0,v West Indies,10.0,KK Ahmed (INDIA),64,1,2018
,6.50,Mohali,2,0,v Sri Lanka,10.0,Washington Sundar (INDIA),65,1,2017
,6.50,Pune,1,0,v West Indies,10.0,KK Ahmed (INDIA),65,1,2018
,6.60,Chennai,1,0,v India,10.0,A Zampa (AUS),66,1,2017
,6.70,Chennai,1,1,v India,10.0,JP Faulkner (AUS),67,1,2017
,6.70,Sydney,1,1,v England,10.0,PJ Cummins (AUS),67,1,2018
,12.36,Johannesburg,2,0,v South Africa,5.3,YS Chahal (INDIA),68,1,2018
,7.00,Nottingham,1,0,v England,10.0,AC Agar (AUS),70,1,2018
,7.00,Lord's,1,0,v England,10.0,HH Pandya (INDIA),70,1,2018
,7.00,Pune,1,0,v West Indies,10.0,B Kumar (INDIA),70,1,2018
,7.10,Indore,2,0,v India,10.0,AC Agar (AUS),71,1,2017
,7.10,Durban,1,1,v South Africa,10.0,B Kumar (INDIA),71,1,2018
,7.80,Visakhapatnam,2,0,v West Indies,10.0,UT Yadav (INDIA),78,1,2018
,9.20,Kanpur,2,0,v New Zealand,10.0,B Kumar (INDIA),92,1,2017
,0.00,Dubai (DSC),1,0,v Pakistan,0.1,AT Rayudu (INDIA),0,0,2018
,6.00,Bengaluru,2,0,v India,0.1,AJ Finch (AUS),1,0,2017
,2.00,Indore,2,0,v India,1.0,GJ Maxwell (AUS),2,0,2017
,2.00,Mohali,2,0,v Sri Lanka,1.0,SS Iyer (INDIA),2,0,2017
,2.00,Hamilton,2,0,v New Zealand,1.0,Kuldeep Yadav (INDIA),2,0,2019
,4.00,Brisbane,2,0,v England,1.0,MR Marsh (AUS),4,0,2018
,6.00,Birmingham,2,0,v England,1.0,MC Henriques (AUS),6,0,2017
,7.20,Melbourne,2,0,v England,0.5,TM Head (AUS),6,0,2018
,7.00,Nottingham,1,0,v England,1.0,AJ Finch (AUS),7,0,2018
,7.00,Melbourne,2,0,v India,1.0,GJ Maxwell (AUS),7,0,2019
,2.66,Nottingham,1,1,v England,3.0,SK Raina (INDIA),8,0,2018
,4.50,Birmingham,2,0,v England,2.0,TM Head (AUS),9,0,2017
,4.50,Adelaide,1,0,v England,2.0,TM Head (AUS),9,0,2018
,4.50,The Oval,2,0,v England,2.0,GJ Maxwell (AUS),9,0,2018
,5.50,Kolkata,1,0,v India,2.0,TM Head (AUS),11,0,2017
,3.66,Centurion,1,0,v South Africa,3.0,KM Jadhav (INDIA),11,0,2018
,11.00,Adelaide,2,0,v South Africa,1.0,GJ Maxwell (AUS),11,0,2018
,6.00,Colombo (RPS),2,0,v Sri Lanka,2.0,V Kohli (INDIA),12,0,2017
,12.00,Manchester,2,0,v England,1.0,DJM Short (AUS),12,0,2018
,6.50,Sydney,1,0,v Australia,2.0,AT Rayudu (INDIA),13,0,2019
,7.00,Birmingham,2,0,v England,2.0,GJ Maxwell (AUS),14,0,2017
,7.50,Melbourne,2,0,v England,2.0,MR Marsh (AUS),15,0,2018
,5.00,Hamilton,2,0,v New Zealand,3.0,HH Pandya (INDIA),15,0,2019
,8.00,Leeds,2,0,v England,2.0,SK Raina (INDIA),16,0,2018
