,4s,6s,BF,Ground,Inns,Mins,Opposition,Player,Runs,SR,Year
,5,0,62,Nagpur,1,91,v India,DA Warner,53,85.48,2017
,5,2,58,Port Elizabeth,1,96,v South Africa,MS Wade,52,89.65,2016
,6,2,56,Centurion,1,63,v South Africa,JW Hastings,51,91.07,2016
,5,2,45,Johannesburg,2,59,v South Africa,TM Head,51,113.33,2016
,7,0,39,Nottingham,2,-,v England,TM Head,51,130.76,2018
,3,3,26,Leeds,1,42,v England,MS Wade,50*,192.30,2015
,7,0,49,Wellington,2,59,v New Zealand,UT Khawaja,50,102.04,2016
,7,1,56,Johannesburg,2,93,v South Africa,DA Warner,50,89.28,2016
,5,1,72,Port Elizabeth,1,101,v South Africa,MR Marsh,50,69.44,2016
,4,3,38,Lord's,1,41,v England,GJ Maxwell,49,128.94,2015
,5,1,47,Wellington,2,65,v New Zealand,JW Hastings,48*,102.12,2016
,4,0,52,Manchester,1,-,v England,DJM Short,47*,90.38,2018
,6,1,41,Bridgetown,1,57,v West Indies,AJ Finch,47,114.63,2016
,5,2,26,Bridgetown,2,32,v West Indies,GJ Maxwell,46*,176.92,2016
,4,0,59,Bridgetown,1,106,v West Indies,SPD Smith,46,77.96,2016
,4,1,63,Nagpur,1,79,v India,MP Stoinis,46,73.01,2017
,7,0,42,Cardiff,2,50,v England,AC Agar,46,109.52,2018
,5,0,53,Southampton,1,61,v England,JA Burns,44,83.01,2015
,3,1,54,Southampton,1,62,v England,SPD Smith,44,81.48,2015
,4,2,36,Hamilton,2,46,v New Zealand,UT Khawaja,44,122.22,2016
,2,0,73,Pallekele,2,110,v Sri Lanka,GJ Bailey,44,60.27,2016
,4,1,37,Nottingham,2,-,v England,MP Stoinis,44,118.91,2018
,5,1,40,Manchester,1,-,v England,AT Carey,44,110.00,2018
,4,2,41,Auckland,1,70,v New Zealand,BJ Haddin,43,104.87,2015
,3,1,30,Bengaluru,1,54,v India,PSP Handscomb,43,143.33,2017
,5,0,41,Manchester,2,60,v England,MS Wade,42,102.43,2015
,3,0,46,Dambulla,2,68,v Sri Lanka,MS Wade,42,91.30,2016
,4,1,48,Hamilton,2,77,v New Zealand,MP Stoinis,42,87.50,2017
,4,1,44,Indore,1,59,v India,DA Warner,42,95.45,2017
,4,0,59,Nagpur,1,78,v India,TM Head,42,71.18,2017
,7,0,45,Manchester,2,55,v England,GJ Bailey,41*,91.11,2015
,4,1,42,Hamilton,2,58,v New Zealand,MR Marsh,41,97.61,2016
,2,1,34,Southampton,1,54,v England,MR Marsh,40*,117.64,2015
,2,0,60,Dambulla,2,77,v Sri Lanka,TM Head,40,66.66,2016
,5,1,36,Centurion,1,41,v South Africa,DA Warner,40,111.11,2016
,4,0,62,The Oval,1,80,v England,AC Agar,40,64.51,2018
,1,2,38,Lord's,1,55,v England,SR Watson,39,102.63,2015
,3,0,54,Colombo (RPS),2,76,v Sri Lanka,GJ Bailey,39,72.22,2016
,3,4,18,Chennai,2,25,v India,GJ Maxwell,39,216.66,2017
,5,0,39,Kolkata,2,57,v India,TM Head,39,100.00,2017
,3,2,38,Auckland,2,58,v New Zealand,MS Wade,37,97.36,2016
,6,0,33,Auckland,2,60,v New Zealand,JP Faulkner,36,109.09,2016
,5,0,48,Dambulla,2,49,v Sri Lanka,TM Head,36,75.00,2016
,5,1,28,Auckland,2,30,v New Zealand,PJ Cummins,36,128.57,2017
,4,1,18,Durban,1,27,v South Africa,TM Head,35,194.44,2016
,2,2,38,Cape Town,2,43,v South Africa,MR Marsh,35,92.10,2016
,4,0,43,Cape Town,2,62,v South Africa,TM Head,35,81.39,2016
,3,2,26,Leeds,1,33,v England,JW Hastings,34*,130.76,2015
,2,1,42,Auckland,1,58,v New Zealand,DA Warner,34,80.95,2015
,5,0,46,Bridgetown,2,48,v West Indies,GJ Bailey,34,73.91,2016
