,4s,6s,BF,Ground,Inns,Mins,Opposition,Player,Runs,SR,Year
,-,-,-,Belfast,1,-,v Ireland,MA Starc,DNB,-,2015
,-,-,-,Belfast,1,-,v Ireland,NM Coulter-Nile,DNB,-,2015
,-,-,-,Belfast,1,-,v Ireland,PJ Cummins,DNB,-,2015
,-,-,-,Southampton,1,-,v England,PJ Cummins,DNB,-,2015
,-,-,-,Southampton,1,-,v England,MA Starc,DNB,-,2015
,-,-,-,Southampton,1,-,v England,NM Coulter-Nile,DNB,-,2015
,-,-,-,Lord's,1,-,v England,PJ Cummins,DNB,-,2015
,-,-,-,Lord's,1,-,v England,MA Starc,DNB,-,2015
,-,-,-,Leeds,1,-,v England,PJ Cummins,DNB,-,2015
,-,-,-,Leeds,1,-,v England,JL Pattinson,DNB,-,2015
,-,-,-,Manchester,2,-,v England,PJ Cummins,DNB,-,2015
,-,-,-,Manchester,2,-,v England,AC Agar,DNB,-,2015
,-,-,-,Manchester,2,-,v England,MR Marsh,DNB,-,2015
,-,-,-,Manchester,2,-,v England,MA Starc,DNB,-,2015
,-,-,-,Manchester,2,-,v England,GJ Maxwell,DNB,-,2015
,-,-,-,Manchester,2,-,v England,JW Hastings,DNB,-,2015
,-,-,-,Manchester,2,-,v England,MS Wade,DNB,-,2015
,-,-,-,Wellington,2,-,v New Zealand,A Zampa,DNB,-,2016
,-,-,-,Wellington,2,-,v New Zealand,SM Boland,DNB,-,2016
,-,-,-,Wellington,2,-,v New Zealand,JR Hazlewood,DNB,-,2016
,-,-,-,Providence,2,-,v West Indies,MA Starc,DNB,-,2016
,-,-,-,Providence,2,-,v West Indies,MS Wade,DNB,-,2016
,-,-,-,Providence,2,-,v West Indies,A Zampa,DNB,-,2016
,-,-,-,Providence,2,-,v West Indies,NM Lyon,DNB,-,2016
,-,-,-,Providence,2,-,v West Indies,JR Hazlewood,DNB,-,2016
,-,-,-,Basseterre,1,-,v West Indies,JR Hazlewood,DNB,-,2016
,-,-,-,Basseterre,1,-,v West Indies,A Zampa,DNB,-,2016
,-,-,-,Bridgetown,2,-,v West Indies,JR Hazlewood,DNB,-,2016
,-,-,-,Bridgetown,2,-,v West Indies,MA Starc,DNB,-,2016
,-,-,-,Bridgetown,2,-,v West Indies,MS Wade,DNB,-,2016
,-,-,-,Bridgetown,2,-,v West Indies,SM Boland,DNB,-,2016
,-,-,-,Bridgetown,2,-,v West Indies,JP Faulkner,DNB,-,2016
,-,-,-,Colombo (RPS),2,-,v Sri Lanka,A Zampa,DNB,-,2016
,-,-,-,Colombo (RPS),2,-,v Sri Lanka,JR Hazlewood,DNB,-,2016
,-,-,-,Dambulla,2,-,v Sri Lanka,JR Hazlewood,DNB,-,2016
,-,-,-,Dambulla,2,-,v Sri Lanka,A Zampa,DNB,-,2016
,-,-,-,Dambulla,2,-,v Sri Lanka,SM Boland,DNB,-,2016
,-,-,-,Dambulla,2,-,v Sri Lanka,JW Hastings,DNB,-,2016
,-,-,-,Dambulla,2,-,v Sri Lanka,JP Faulkner,DNB,-,2016
,-,-,-,Dambulla,2,-,v Sri Lanka,MA Starc,DNB,-,2016
,-,-,-,Pallekele,2,-,v Sri Lanka,A Zampa,DNB,-,2016
,-,-,-,Pallekele,2,-,v Sri Lanka,SM Boland,DNB,-,2016
,-,-,-,Pallekele,2,-,v Sri Lanka,AJ Finch,DNB,-,2016
,-,-,-,Pallekele,2,-,v Sri Lanka,MA Starc,DNB,-,2016
,-,-,-,Durban,1,-,v South Africa,A Zampa,DNB,-,2016
,-,-,-,Durban,1,-,v South Africa,JW Hastings,DNB,-,2016
,-,-,-,Durban,1,-,v South Africa,CP Tremain,DNB,-,2016
,-,-,-,Durban,1,-,v South Africa,DJ Worrall,DNB,-,2016
,-,-,-,Indore,1,-,v India,KW Richardson,DNB,-,2017
,-,-,-,Indore,1,-,v India,PJ Cummins,DNB,-,2017
