,Econ,Ground,Inns,Mdns,Opposition,Overs,Player,Runs,Wkts,Year
,6.12,Cape Town,1,0,v South Africa,8.0,TM Head,49,0,2016
,6.81,Centurion,2,0,v South Africa,7.2,DJ Worrall,50,0,2016
,7.42,Centurion,2,0,v South Africa,7.0,JW Hastings,52,0,2016
,6.24,Birmingham,2,0,v England,8.2,A Zampa,52,0,2017
,5.77,Cardiff,1,0,v England,9.0,AC Agar,52,0,2018
,7.57,Cape Town,1,0,v South Africa,7.0,MR Marsh,53,0,2016
,6.75,Johannesburg,1,0,v South Africa,8.0,A Zampa,54,0,2016
,6.87,Birmingham,2,1,v England,8.0,PJ Cummins,55,0,2017
,8.84,Leeds,2,0,v England,6.2,JW Hastings,56,0,2015
,5.60,Colombo (RPS),1,0,v Sri Lanka,10.0,JR Hazlewood,56,0,2016
,8.28,Chester-le-Street,2,0,v England,7.0,JA Richardson,58,0,2018
,7.62,Indore,2,0,v India,8.0,MP Stoinis,61,0,2017
,6.40,Auckland,1,1,v New Zealand,10.0,KW Richardson,64,0,2016
,8.25,Centurion,2,0,v South Africa,8.0,MR Marsh,66,0,2016
,11.33,Auckland,2,1,v New Zealand,6.0,MG Johnson,68,0,2015
,8.11,Leeds,2,0,v England,9.0,JL Pattinson,73,0,2015
,9.25,Nottingham,1,0,v England,8.0,B Stanlake,74,0,2018
,8.53,Chester-le-Street,2,0,v England,8.4,MG Neser,74,0,2018
,8.66,Durban,2,0,v South Africa,9.0,DJ Worrall,78,0,2016
,8.20,Johannesburg,1,0,v South Africa,10.0,JM Mennie,82,0,2016
,10.62,Nottingham,1,0,v England,8.0,MP Stoinis,85,0,2018
,11.11,Nottingham,1,0,v England,9.0,AJ Tye,100,0,2018
,-,Auckland,2,-,v New Zealand,DNB,BJ Haddin,-,-,2015
,-,Auckland,2,-,v New Zealand,DNB,MJ Clarke,-,-,2015
,-,Auckland,2,-,v New Zealand,DNB,SR Watson,-,-,2015
,-,Auckland,2,-,v New Zealand,DNB,AJ Finch,-,-,2015
,-,Auckland,2,-,v New Zealand,DNB,DA Warner,-,-,2015
,-,Auckland,2,-,v New Zealand,DNB,SPD Smith,-,-,2015
,-,Belfast,2,-,v Ireland,DNB,GJ Bailey,-,-,2015
,-,Belfast,2,-,v Ireland,DNB,DA Warner,-,-,2015
,-,Belfast,2,-,v Ireland,DNB,MS Wade,-,-,2015
,-,Belfast,2,-,v Ireland,DNB,SPD Smith,-,-,2015
,-,Belfast,2,-,v Ireland,DNB,JA Burns,-,-,2015
,-,Southampton,2,-,v England,DNB,GJ Bailey,-,-,2015
,-,Southampton,2,-,v England,DNB,DA Warner,-,-,2015
,-,Southampton,2,-,v England,DNB,MS Wade,-,-,2015
,-,Southampton,2,-,v England,DNB,SPD Smith,-,-,2015
,-,Southampton,2,-,v England,DNB,JA Burns,-,-,2015
,-,Lord's,2,-,v England,DNB,JA Burns,-,-,2015
,-,Lord's,2,-,v England,DNB,SR Watson,-,-,2015
,-,Lord's,2,-,v England,DNB,GJ Bailey,-,-,2015
,-,Lord's,2,-,v England,DNB,DA Warner,-,-,2015
,-,Lord's,2,-,v England,DNB,MS Wade,-,-,2015
,-,Lord's,2,-,v England,DNB,SPD Smith,-,-,2015
,-,Manchester,1,-,v England,DNB,GJ Bailey,-,-,2015
,-,Manchester,1,-,v England,DNB,AJ Finch,-,-,2015
,-,Manchester,1,-,v England,DNB,MS Wade,-,-,2015
,-,Manchester,1,-,v England,DNB,SPD Smith,-,-,2015
,-,Manchester,1,-,v England,DNB,JA Burns,-,-,2015
,-,Leeds,2,-,v England,DNB,GJ Bailey,-,-,2015
