,4s,6s,BF,Ground,Inns,Mins,Opposition,Player,Runs,SR,Year
,0,0,3,Cardiff,2,10,v England,JA Richardson (AUS),2,66.66,2018
,0,0,2,Chester-le-Street,1,-,v England,MG Neser (AUS),2,100.00,2018
,0,0,13,Manchester,1,-,v England,B Stanlake (AUS),2,15.38,2018
,0,0,18,Leeds,1,24,v England,RG Sharma (INDIA),2,11.11,2018
,0,0,7,Dubai (DSC),2,-,v Bangladesh,AT Rayudu (INDIA),2,28.57,2018
,0,0,9,Adelaide,1,-,v South Africa,MP Stoinis (AUS),2,22.22,2018
,0,0,6,Adelaide,1,8,v India,JA Richardson (AUS),2,33.33,2019
,0,0,16,Wellington,1,16,v New Zealand,RG Sharma (INDIA),2,12.50,2019
,0,0,5,Birmingham,1,15,v England,JR Hazlewood (AUS),1*,20.00,2017
,0,0,8,The Oval,2,14,v Pakistan,B Kumar (INDIA),1*,12.50,2017
,0,0,1,Colombo (RPS),2,-,v Sri Lanka,MS Dhoni (INDIA),1*,100.00,2017
,0,0,2,Sydney,2,-,v England,PJ Cummins (AUS),1*,50.00,2018
,0,0,3,Dubai (DSC),2,-,v Bangladesh,KD Karthik (INDIA),1*,33.33,2018
,0,0,1,Dubai (DSC),2,-,v Afghanistan,KK Ahmed (INDIA),1*,100.00,2018
,0,0,1,Adelaide,1,3,v India,JP Behrendorff (AUS),1*,100.00,2019
,0,0,3,The Oval,2,11,v Pakistan,R Ashwin (INDIA),1,33.33,2017
,0,0,9,The Oval,2,10,v Pakistan,JJ Bumrah (INDIA),1,11.11,2017
,0,0,2,North Sound,2,-,v West Indies,Mohammed Shami (INDIA),1,50.00,2017
,0,0,3,Pallekele,2,-,v Sri Lanka,KM Jadhav (INDIA),1,33.33,2017
,0,0,8,Chennai,2,15,v India,HWR Cartwright (AUS),1,12.50,2017
,0,0,5,Chennai,2,8,v India,SPD Smith (AUS),1,20.00,2017
,0,0,2,Kolkata,1,3,v Australia,YS Chahal (INDIA),1,50.00,2017
,0,0,15,Kolkata,2,12,v India,HWR Cartwright (AUS),1,6.66,2017
,0,0,9,Kolkata,2,22,v India,DA Warner (AUS),1,11.11,2017
,0,0,3,Cape Town,1,6,v South Africa,KM Jadhav (INDIA),1,33.33,2018
,0,0,10,The Oval,1,14,v England,KW Richardson (AUS),1,10.00,2018
,0,0,4,Nottingham,2,-,v England,B Stanlake (AUS),1,25.00,2018
,0,0,2,Chester-le-Street,1,-,v England,MP Stoinis (AUS),1,50.00,2018
,0,0,2,Manchester,1,-,v England,TD Paine (AUS),1,50.00,2018
,0,0,10,Manchester,1,-,v England,NM Lyon (AUS),1,10.00,2018
,0,0,2,Lord's,2,-,v England,S Kaul (INDIA),1,50.00,2018
,0,0,4,Leeds,1,7,v England,SK Raina (INDIA),1,25.00,2018
,0,0,9,Perth,1,-,v South Africa,TM Head (AUS),1,11.11,2018
,0,0,2,Sydney,2,4,v Australia,Mohammed Shami (INDIA),1,50.00,2019
,0,0,7,Hamilton,1,13,v New Zealand,KM Jadhav (INDIA),1,14.28,2019
,0,0,12,Hamilton,1,16,v New Zealand,B Kumar (INDIA),1,8.33,2019
,0,0,6,Wellington,1,13,v New Zealand,MS Dhoni (INDIA),1,16.66,2019
,0,0,1,Wellington,1,4,v New Zealand,Mohammed Shami (INDIA),1,100.00,2019
,0,0,0,The Oval,1,-,v Sri Lanka,RA Jadeja (INDIA),0*,-,2017
,0,0,0,Chennai,1,2,v Australia,Kuldeep Yadav (INDIA),0*,-,2017
,0,0,0,Mumbai,1,3,v New Zealand,Kuldeep Yadav (INDIA),0*,-,2017
,0,0,9,Dharamsala,1,-,v Sri Lanka,YS Chahal (INDIA),0*,0.00,2017
,0,0,0,Melbourne,1,5,v England,MA Starc (AUS),0*,-,2018
,0,0,3,Perth,2,-,v England,JR Hazlewood (AUS),0*,0.00,2018
,0,0,0,Johannesburg,1,3,v South Africa,Kuldeep Yadav (INDIA),0*,-,2018
,0,0,3,The Oval,1,9,v England,B Stanlake (AUS),0*,0.00,2018
,0,0,1,Cardiff,2,3,v England,KW Richardson (AUS),0*,0.00,2018
,0,0,0,Dubai (DSC),1,-,v Hong Kong,Kuldeep Yadav (INDIA),0*,-,2018
,0,0,1,Visakhapatnam,1,6,v West Indies,Mohammed Shami (INDIA),0*,0.00,2018
,0,0,1,Hobart,2,-,v South Africa,JR Hazlewood (AUS),0*,0.00,2018
