,4s,6s,BF,Ground,Inns,Mins,Opposition,Player,Runs,SR,Year
,3,0,22,Nagpur,1,26,v India,PJ Hughes (AUS),13,59.09,2013
,2,0,21,Mohali,2,35,v New Zealand,RG Sharma (INDIA),13,61.90,2016
,0,0,17,Nagpur,1,19,v India,PSP Handscomb (AUS),13,76.47,2017
,2,0,6,Nagpur,1,18,v Sri Lanka,RA Jadeja (INDIA),12*,200.00,2009
,0,0,21,Nagpur,1,37,v South Africa,MS Dhoni (INDIA),12*,57.14,2011
,2,0,16,Nagpur,2,24,v India,RT Ponting (AUS),12,75.00,2009
,0,0,17,Delhi,1,20,v India,MC Henriques (AUS),12,70.58,2009
,0,0,21,Mohali,2,41,v Australia,Yuvraj Singh (INDIA),12,57.14,2009
,1,0,28,Nagpur,2,39,v New Zealand,RT Ponting (AUS),12,42.85,2011
,2,0,20,Delhi,2,16,v Netherlands,V Kohli (INDIA),12,60.00,2011
,0,1,9,Nagpur,1,15,v South Africa,Yuvraj Singh (INDIA),12,133.33,2011
,2,0,15,Mohali,1,28,v Pakistan,Harbhajan Singh (INDIA),12,80.00,2011
,2,0,17,Delhi,2,18,v England,PA Patel (INDIA),12,70.58,2011
,1,0,28,Delhi,1,59,v West Indies,AM Rahane (INDIA),12,42.85,2014
,2,0,15,Ranchi,2,15,v Sri Lanka,STR Binny (INDIA),12,80.00,2014
,2,0,12,Ranchi,2,13,v New Zealand,MK Pandey (INDIA),12,100.00,2016
,0,0,17,Nagpur,1,27,v India,JP Faulkner (AUS),12,70.58,2017
,2,0,11,Nagpur,2,12,v Australia,MK Pandey (INDIA),11*,100.00,2017
,1,0,25,Delhi,2,41,v Australia,V Sehwag (INDIA),11,44.00,2009
,1,1,10,Delhi,2,12,v Netherlands,YK Pathan (INDIA),11,110.00,2011
,2,0,22,Mohali,1,33,v Australia,RG Sharma (INDIA),11,50.00,2013
,1,0,17,Mohali,2,33,v India,SR Watson (AUS),11,64.70,2013
,2,0,19,Ranchi,2,15,v New Zealand,RG Sharma (INDIA),11,57.89,2016
,0,0,31,Ranchi,2,36,v New Zealand,MS Dhoni (INDIA),11,35.48,2016
,2,0,12,Ranchi,2,12,v England,MS Dhoni (INDIA),10*,83.33,2013
,1,0,16,Mohali,2,32,v Australia,V Kohli (INDIA),10,62.50,2009
,2,0,16,Mohali,2,22,v England,G Gambhir (INDIA),10,62.50,2013
,1,0,18,Mohali,1,23,v Australia,B Kumar (INDIA),10,55.55,2013
,0,1,12,Delhi,1,14,v India,MG Johnson (AUS),9*,75.00,2009
,1,0,13,Delhi,2,19,v Australia,SK Raina (INDIA),9*,69.23,2009
,0,0,11,Mohali,1,15,v India,NM Hauritz (AUS),9*,81.81,2009
,1,0,10,Hyderabad (Deccan),2,21,v Australia,Yuvraj Singh (INDIA),9,90.00,2009
,0,1,9,Hyderabad (Deccan),2,16,v Australia,P Kumar (INDIA),9,100.00,2009
,0,0,21,Mohali,1,20,v Pakistan,V Kohli (INDIA),9,42.85,2011
,1,0,10,Mohali,1,14,v Pakistan,Z Khan (INDIA),9,90.00,2011
,1,0,10,Hyderabad (Deccan),1,20,v England,PA Patel (INDIA),9,90.00,2011
,2,0,6,Nagpur,1,5,v India,GJ Maxwell (AUS),9,150.00,2013
,2,0,12,Ranchi,2,18,v Sri Lanka,RG Sharma (INDIA),9,75.00,2014
,1,0,13,Delhi,2,18,v New Zealand,V Kohli (INDIA),9,69.23,2016
,0,0,13,Ranchi,2,18,v New Zealand,HH Pandya (INDIA),9,69.23,2016
,1,0,14,Nagpur,2,22,v India,TD Paine (AUS),8,57.14,2009
,0,0,15,Mohali,1,17,v India,MG Johnson (AUS),8,53.33,2009
,1,0,13,Hyderabad (Deccan),2,17,v Australia,G Gambhir (INDIA),8,61.53,2009
,1,0,6,Hyderabad (Deccan),1,11,v England,R Ashwin (INDIA),8,133.33,2011
,2,0,6,Mohali,1,8,v Australia,S Dhawan (INDIA),8,133.33,2013
,1,0,5,Mohali,1,12,v Sri Lanka,HH Pandya (INDIA),8,160.00,2017
,0,0,6,Mohali,1,12,v India,GA Manou (AUS),7,116.66,2009
,1,0,21,Mohali,2,33,v Australia,RA Jadeja (INDIA),7,33.33,2009
,1,0,8,Mohali,2,21,v Australia,A Nehra (INDIA),7,87.50,2009
,1,0,17,Delhi,1,25,v Pakistan,V Kohli (INDIA),7,41.17,2013
